Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-108.02716247725205,5.751726854274935,-152.32167,-100.310974,29.086442220200183,11.0,95.0,-0.11905967712402343,-0.6276224,0.34838033,-7.2063349609375,-18.500166,-0.41813153,7.20633602142334,55.461463928222656,-0.09970712661743164,-33.43637466430664,0.7436313033103943,0.0014732880517840385,80.0,2390,0.9862572550773621,0.0003,-90.2704086303711,7.632508277893066,0.508999994180536,32000,28,1122
2,-109.54145615019961,7.868905659140609,-155.16835,-100.69943,31.932135728542914,12.0,97.0,-1.3383494873046875,-8.174498,7.7664447,-4.19040478515625,-17.327446,5.103156,4.190405368804932,29.499286651611328,-0.11697530746459961,-19.916547775268555,0.73377925157547,0.002252180129289627,80.0,2390,0.9816867709159851,0.00029699999999999996,-90.16875457763672,7.58718204498291,0.504010011618452,64000,56,1131
3,-110.2547076396348,7.658535233493661,-155.41205,-101.08678,34.339419978517725,10.0,92.0,-5.6506474609375,-9.047222,3.0457191,-1.9031087646484375,-10.246533,1.1348501,1.9031087160110474,5.343614101409912,-0.038674116134643555,-3.9955875873565674,0.7238293290138245,0.001726943184621632,80.0,2390,0.9846774339675903,0.000294,-89.8772201538086,7.845175743103027,0.4990199874853069,96000,84,1138
4,-110.52423298499464,8.028574391871151,-146.99994,-101.232254,34.27545551982851,11.0,83.0,-7.54438818359375,-10.070812,-1.3532698,-0.90881787109375,-5.755839,0.935968,0.9088177680969238,1.3912025690078735,-0.01756685972213745,-0.9797486066818237,0.7137795686721802,0.0016927279066294432,80.0,2390,0.9878168702125549,0.00029099999999999997,-89.80692291259766,7.921144008636475,0.49403001303756583,128000,113,1126
5,-110.5278921436285,7.666285104815456,-146.00449,-100.37655,34.53563714902808,10.0,89.0,-8.38967578125,-10.435638,-5.066684,-0.41184039306640624,-3.624183,0.9675105,0.4118403494358063,0.4149651527404785,-0.007525205612182617,-0.22053326666355133,0.7036275267601013,0.0013395828427746892,80.0,2390,0.993120014667511,0.00028799999999999995,-89.74308776855469,7.943559169769287,0.48904000119877045,160000,141,1135
6,-111.7485204965358,9.395973460120002,-160.71571,-101.16371,36.90762124711316,13.0,92.0,-8.826984375,-10.552084,-6.5682096,-0.1475735626220703,-2.2827277,1.0552144,0.1475735455751419,0.1730727255344391,-0.004974886775016785,-0.03817155584692955,0.6933715343475342,0.0014166843611747026,80.0,2390,0.9957711100578308,0.000285,-89.65705871582031,8.075443267822266,0.4840500140318596,192000,169,1138
7,-113.53111172566372,12.100946138213716,-300.5351,-101.281044,40.45259165613148,13.0,156.0,-9.036630859375,-10.645332,-6.93272,-0.009305810928344727,-3.8187997,1.1707305,0.009305811487138271,0.13945715129375458,-0.004348042421042919,-0.020800357684493065,0.6830090284347534,0.001264427904970944,80.0,2390,0.9998504519462585,0.00028199999999999997,-89.56324005126953,8.268207550048828,0.4790599994846701,224000,197,1140
8,-114.2676603618421,10.750235233044414,-170.12389,-101.24784,42.05921052631579,12.0,101.0,-9.021517578125,-10.57234,-6.872093,0.019610998153686523,-1.7936954,1.079646,-0.019610999152064323,0.12436947971582413,-0.004544338211417198,-0.004614909645169973,0.672538161277771,0.0014333415310829878,80.0,2390,0.9994964003562927,0.00027899999999999995,-89.42381286621094,8.445948600769043,0.4740699962916369,256000,225,1145
9,-116.33710603632478,11.909536111525835,-173.8899,-101.09713,45.52564102564103,13.0,103.0,-9.0428876953125,-10.4720955,-7.246757,0.0450013198852539,-1.5553651,1.063403,-0.045001320540905,0.11291129142045975,-0.004116706550121307,-0.006540221162140369,0.6619567275047302,0.0012460477882996202,80.0,2390,0.998559832572937,0.000276,-89.3084716796875,8.614815711975098,0.46907999085743085,288000,253,1143
10,-118.97031494522692,12.470645305158573,-164.37196,-101.332,49.97026604068858,13.0,104.0,-9.044705078125,-10.445793,-7.125524,0.060288162231445314,-2.1437364,0.9746096,-0.06028816103935242,0.1076844334602356,-0.00423557311296463,-0.007616323884576559,0.6512617468833923,0.0013867091620340943,80.0,2390,0.999282717704773,0.00027299999999999997,-89.19314575195312,8.812028884887695,0.46409000434407544,320000,281,1145
