Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-137.74163210900474,11.544055514128047,-207.24095,-111.46675,75.81516587677726,47.0,130.0,-0.06468263244628907,-0.6705116,0.52883005,-9.299671875,-25.780958,-0.23594388,9.299671173095703,99.9198989868164,-0.17437744140625,-51.49006271362305,0.7436313033103943,0.0017831814475357533,80.0,29658,0.982223629951477,0.0003,-89.24856567382812,11.757895469665527,0.508999994180536,32000,289,110
2,-135.30679293291286,10.333577206155349,-186.37988,-109.75793,73.37844036697248,36.0,111.0,-2.1495498046875,-8.746661,8.315824,-2.052359375,-16.486076,8.291192,2.052359104156494,13.488242149353027,-0.06539058685302734,-9.052484512329102,0.73377925157547,0.002063663676381111,80.0,29658,0.9896731972694397,0.00029699999999999996,-89.05935668945312,11.629924774169922,0.504010011618452,64000,489,159
3,-136.54291424418605,10.501618178880815,-213.93045,-108.41327,74.2860465116279,33.0,115.0,-3.9581767578125,-8.609449,6.469904,-1.511615966796875,-10.512696,2.2285845,1.5116159915924072,4.070640563964844,-0.03247475624084473,-3.021648406982422,0.7238293290138245,0.0018284491961821914,80.0,29658,0.9868224859237671,0.000294,-89.0565414428711,11.758532524108887,0.4990199874853069,96000,689,160
4,-137.6307801312649,11.965275185407556,-221.4136,-118.16612,76.34128878281624,40.0,128.0,-5.36712939453125,-9.009973,3.3886518,-0.944597412109375,-5.8919272,0.8775201,0.9445974826812744,1.6203173398971558,-0.017131567001342773,-1.2372397184371948,0.7137795686721802,0.001442044973373413,80.0,29658,0.9890405535697937,0.00029099999999999997,-89.0338134765625,11.889609336853027,0.49403001303756583,128000,887,161
5,-138.4847590677458,11.025459945571018,-191.64583,-107.71465,76.60191846522781,25.0,127.0,-6.3414814453125,-9.275863,0.30949408,-0.5441734619140625,-3.5895903,0.9344501,0.544173538684845,0.6116005778312683,-0.00969928503036499,-0.44641345739364624,0.7036275267601013,0.0015585232758894563,80.0,29658,0.9915794134140015,0.00028799999999999995,-89.05240631103516,11.98314094543457,0.48904000119877045,160000,1162,116
6,-141.37475228658536,14.605721345985804,-205.7773,-113.3286,77.78292682926829,47.0,134.0,-6.8405986328125,-9.3849,-2.2045872,-0.3269808349609375,-2.6618538,0.9267092,0.326980859041214,0.2883308231830597,-0.006426900625228882,-0.16802071034908295,0.6933715343475342,0.0014787049731239676,80.0,29658,0.9937860369682312,0.000285,-89.26862335205078,12.118572235107422,0.4840500140318596,192000,1362,160
7,-144.19269185126583,16.929644296696203,-226.84633,-112.610886,80.87848101265823,40.0,151.0,-7.11349951171875,-9.450162,-3.7534144,-0.17353643798828125,-1.8230661,1.0422382,0.17353643476963043,0.1644366830587387,-0.005324691534042358,-0.06304360181093216,0.6830090284347534,0.0014604643220081925,80.0,29658,0.9952549934387207,0.00028199999999999997,-89.47746276855469,12.297835350036621,0.4790599994846701,224000,1561,160
8,-148.4164835611979,21.18702947793669,-331.0838,-110.180756,83.140625,46.0,219.0,-7.27281787109375,-9.379187,-4.134619,-0.09627689361572266,-2.8419178,1.1243496,0.0962768942117691,0.14321143925189972,-0.004774816334247589,-0.03002387285232544,0.672538161277771,0.001271815737709403,80.0,29658,0.9971858263015747,0.00027899999999999995,-89.83601379394531,12.580918312072754,0.4740699962916369,256000,1761,160
9,-149.32304479720744,25.80270424219342,-429.43927,-106.28985,85.04787234042553,24.0,197.0,-7.36476708984375,-9.389026,-4.542392,0.007501108169555664,-4.4356046,1.2889986,-0.00750110624358058,0.149618998169899,-0.005070014391094446,-0.01881292834877968,0.6619567275047302,0.001354639302007854,80.0,29658,0.9994333386421204,0.000276,-90.12747192382812,12.993182182312012,0.46907999085743085,288000,1958,162
10,-153.54307547814207,28.67007481487815,-327.5328,-111.29629,87.38524590163935,49.0,199.0,-7.3320009765625,-9.157381,-4.846684,0.04709354019165039,-2.5861433,1.3409495,-0.04709354043006897,0.17211037874221802,-0.005541320890188217,-0.018800098448991776,0.6512617468833923,0.0012020781869068742,80.0,29658,0.99904465675354,0.00027299999999999997,-90.51058197021484,13.466148376464844,0.46409000434407544,320000,2158,160
11,-157.94172004847644,42.63303075825537,-524.4606,-106.48801,88.56786703601108,25.0,260.0,-7.275951171875,-8.979658,-4.7922354,0.0659033432006836,-4.014557,1.401753,-0.06590334326028824,0.23445284366607666,-0.007200911641120911,-0.05388398468494415,0.6404513716697693,0.0011928478488698602,80.0,29658,1.0008381605148315,0.00027,-91.05221557617188,14.441093444824219,0.4591000102019319,352000,2355,162
12,-171.53714384191176,169.47715445555764,-3148.8374,-105.714096,94.01176470588236,23.0,500.0,-7.01182666015625,-8.958765,3.5866694,0.050944320678710936,-24.911312,1.7064152,-0.05094432458281517,2.1206414699554443,-0.025486264377832413,-1.501530408859253,0.6295226812362671,0.010880956426262856,80.0,29658,0.9977749586105347,0.000267,-92.2366714477539,27.651161193847656,0.4541099923733702,384000,2554,160
13,-166.35100608648256,58.054076509911035,-626.7049,-110.98486,93.00872093023256,38.0,333.0,-6.95342822265625,-8.508028,-3.075669,1.0458616943359376,-1.9243082,4.753329,-1.045861840248108,2.0786311626434326,-0.028996825218200684,-1.6565122604370117,0.6184731721878052,0.0014006326673552394,80.0,29658,1.0162990093231201,0.00026399999999999997,-92.84246826171875,27.641159057617188,0.44911999991009005,416000,2753,160
14,-168.58273831602375,48.2174614688958,-528.51904,-114.502174,94.93768545994065,35.0,245.0,-5.9489755859375,-7.142524,-3.3301854,0.8117969360351562,-1.5157961,2.9808753,-0.8117969632148743,0.7965208292007446,-0.01498192548751831,-0.6366090178489685,0.6073006987571716,0.0011821010848507285,80.0,29658,1.0174182653427124,0.000261,-93.34973907470703,27.434961318969727,0.444130012697655,448000,2953,160
15,-169.98306497713415,49.84452963110738,-532.6339,-109.14905,97.36280487804878,27.0,268.0,-5.11051953125,-6.239765,-2.395623,0.56555859375,-1.6092563,1.7474511,-0.5655586123466492,0.4483475983142853,-0.009830892086029053,-0.32194697856903076,0.5960015058517456,0.0011693828273564577,80.0,29658,1.0125658512115479,0.000258,-93.76655578613281,27.29353904724121,0.4391399993071233,480000,3150,161
16,-171.90348307291666,52.49880951031176,-537.06494,-114.09735,95.11607142857143,46.0,200.0,-4.5557822265625,-5.727318,-2.5120132,0.36488494873046873,-1.8906348,1.1997424,-0.3648849427700043,0.26735469698905945,-0.007309585809707642,-0.15615691244602203,0.5845733284950256,0.0012339544482529163,80.0,29658,1.0078318119049072,0.00025499999999999996,-94.2746353149414,27.271512985229492,0.4341499971346156,512000,3348,162
