Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-136.9472974941725,11.980852217485452,-211.16779,-108.31374,74.56410256410257,41.0,128.0,0.055593658447265625,-0.5632174,0.6855462,-9.313041015625,-26.50433,0.023227736,9.313040733337402,100.38707733154297,-0.16118144989013672,-56.26158905029297,0.7436313033103943,0.0018065946642309427,80.0,29585,0.9829028248786926,0.0003,-89.28961181640625,11.79444408416748,0.508999994180536,32000,211,151
2,-136.88177205023365,11.464670436794032,-202.09746,-108.698555,74.76635514018692,30.0,117.0,-0.13374624633789062,-9.006566,8.897642,-2.822220703125,-17.204847,7.2756166,2.82222056388855,18.407312393188477,-0.08057641983032227,-13.461865425109863,0.73377925157547,0.00225173425860703,80.0,29585,0.98795485496521,0.00029699999999999996,-89.26669311523438,11.70069694519043,0.504010011618452,64000,442,138
3,-138.75003738038276,11.31243473903299,-191.43672,-120.62361,76.31100478468899,45.0,123.0,-3.070343994140625,-8.842241,6.7135296,-1.8589403076171875,-11.006341,3.1567035,1.8589402437210083,5.0008931159973145,-0.035025715827941895,-3.838857412338257,0.7238293290138245,0.0017500807298347354,80.0,29585,0.9866452813148499,0.000294,-89.3184585571289,11.831991195678711,0.4990199874853069,96000,651,153
4,-138.3722684218377,10.929813187044841,-211.82182,-119.94751,76.15751789976133,48.0,126.0,-4.9043671875,-9.175303,3.4056304,-1.1607822265625,-5.578576,1.4146876,1.160781979560852,2.085627555847168,-0.01934814453125,-1.6664317846298218,0.7137795686721802,0.0015559360617771745,80.0,29585,0.9888996481895447,0.00029099999999999997,-89.29777526855469,12.001691818237305,0.49403001303756583,128000,859,153
5,-139.8869569359756,14.458476473015118,-227.78429,-107.44406,77.89024390243902,27.0,135.0,-6.003740234375,-9.38373,0.19692771,-0.6706746826171875,-3.6646843,1.2519268,0.6706746220588684,0.8206233978271484,-0.010679066181182861,-0.6047531366348267,0.7036275267601013,0.0015394872752949595,80.0,29585,0.991218626499176,0.00028799999999999995,-89.34374237060547,12.144796371459961,0.48904000119877045,160000,1054,164
6,-141.49777062655087,14.772282161343332,-216.1394,-114.82126,79.30521091811414,39.0,135.0,-6.62804345703125,-9.540417,-0.68609816,-0.35858041381835937,-4.03263,1.1402998,0.35858044028282166,0.34463560581207275,-0.0071982741355896,-0.2060156762599945,0.6933715343475342,0.0015471099177375436,80.0,29585,0.9943333864212036,0.000285,-89.43395233154297,12.244806289672852,0.4840500140318596,192000,1249,163
7,-142.70577496859298,16.77957677550526,-278.84573,-104.926315,80.23366834170854,29.0,162.0,-6.9904443359375,-9.442852,-3.3085828,-0.18289971923828124,-2.126931,1.1524277,0.18289969861507416,0.17742982506752014,-0.004838332533836365,-0.06342783570289612,0.6830090284347534,0.0014274511486291885,80.0,29585,0.9973648190498352,0.00028199999999999997,-89.52366638183594,12.45337200164795,0.4790599994846701,224000,1442,165
8,-146.01094948849104,18.30048110557895,-244.59927,-111.02861,81.77493606138107,37.0,161.0,-7.1312578125,-9.391014,-3.7739022,-0.1009985122680664,-2.7789724,1.2393188,0.10099851340055466,0.1345890760421753,-0.004583008587360382,-0.031148366630077362,0.672538161277771,0.001480440841987729,80.0,29585,0.997369647026062,0.00027899999999999995,-89.7798843383789,12.590569496154785,0.4740699962916369,256000,1635,166
9,-149.20831233198925,21.10041337406572,-358.08957,-122.56346,85.91935483870968,52.0,181.0,-7.19088916015625,-9.352843,-4.1025057,-0.03258565139770508,-2.91078,1.3006783,0.03258565068244934,0.11889653652906418,-0.004509961232542992,-0.01459641195833683,0.6619567275047302,0.0014284357894212008,80.0,29585,0.998396635055542,0.000276,-89.9879150390625,12.816659927368164,0.46907999085743085,288000,1826,167
10,-153.2405303030303,29.269777401716016,-400.70386,-116.73665,87.79063360881543,40.0,199.0,-7.18298046875,-9.287604,-4.7308464,-0.0239508056640625,-3.115726,1.3780899,0.023950807750225067,0.16888241469860077,-0.005803586915135384,-0.017610948532819748,0.6512617468833923,0.0014177322154864669,80.0,29585,0.9997342824935913,0.00027299999999999997,-90.34663391113281,13.269251823425293,0.46409000434407544,320000,2018,166
